=== AMD PCAF har

1	11.033367	1	1	98.315609	10.977265	0.659693	0.095043	0.048614	0.035816	0.028707	0.023696	0.027648	0.023834	0.026375	
1	0.094895	1	1	98.315609	10.977265	0.660441	0.096091	0.048341	0.035290	0.027975	0.023698	0.026268	0.025750	0.026202	
1	0.094753	1	2	97.737643	13.725823	0.815093	0.125094	0.062453	0.039883	0.032137	0.031871	0.027215	0.029311	0.025244	
1	0.095410	1	4	96.745505	17.594164	1.091374	0.167246	0.084002	0.059438	0.045123	0.036102	0.031127	0.029829	0.027186	
1	0.095750	1	8	94.971140	23.396675	1.598153	0.219150	0.115446	0.079364	0.061075	0.050167	0.041731	0.038670	0.035270	
1	0.096256	1	16	92.756083	30.471664	2.219763	0.293000	0.156621	0.108444	0.085067	0.069060	0.057138	0.050768	0.046916	

1	0.095324	2	1	95.620973	30.285036	1.425282	0.200185	0.106163	0.072884	0.060926	0.059147	0.075744	0.078677	0.078216	
1	0.094867	2	2	94.166496	35.069561	1.809290	0.252494	0.122092	0.081644	0.063273	0.054441	0.048879	0.046846	0.050429	
1	0.095103	2	4	91.294858	40.872074	2.589310	0.334491	0.168686	0.116681	0.089775	0.071730	0.063711	0.059049	0.056191	
1	0.095800	2	8	87.226844	48.965050	3.701115	0.472656	0.239757	0.162771	0.125151	0.101262	0.086615	0.075471	0.067662	
1	0.103618	2	16	83.135927	57.108925	4.848654	0.614332	0.352783	0.234446	0.176044	0.145968	0.120398	0.106603	0.102119	

1	0.094900	3	1	91.985427	49.643703	2.456609	0.362820	0.193550	0.135233	0.120688	0.142527	0.157252	0.176950	0.160784	
1	0.095203	3	2	89.333664	54.750591	3.146102	0.427118	0.217379	0.151007	0.127642	0.102016	0.095352	0.084207	0.095445	
1	0.105915	3	4	85.626297	60.247707	4.142734	0.534858	0.273123	0.181978	0.136025	0.117483	0.097067	0.091928	0.083027	
1	0.095655	3	8	78.819154	68.018326	5.987574	0.764547	0.390056	0.269499	0.203394	0.163412	0.138609	0.119047	0.105014	
1	0.095075	3	16	71.247835	75.110283	8.067406	1.016399	0.511986	0.343452	0.262456	0.207443	0.174100	0.152590	0.135795	

1	0.094663	4	1	87.351544	65.269768	3.770390	0.562448	0.311823	0.233458	0.194228	0.180911	0.209539	0.217788	0.218961	
1	0.095026	4	2	83.427462	69.918564	4.784462	0.658884	0.353953	0.240639	0.199356	0.162070	0.161989	0.183861	0.194268	
1	0.094763	4	4	78.834657	74.601288	5.989446	0.821821	0.421701	0.287015	0.221713	0.177667	0.162360	0.152524	0.149087	
1	0.094920	4	8	69.364573	81.218185	8.556045	1.080247	0.555290	0.381444	0.293402	0.235410	0.202403	0.174388	0.158615	
1	0.095052	4	16	58.423322	86.884972	11.541292	1.457276	0.729591	0.488509	0.372517	0.301403	0.257312	0.229277	0.206381	

1	0.096144	5	1	81.308808	76.908722	5.500198	0.865170	0.475797	0.354903	0.355916	0.420174	0.430387	0.475818	0.442949	
1	0.094766	5	2	75.878690	80.743126	6.896917	0.971903	0.536706	0.391495	0.355230	0.317864	0.378134	0.381406	0.387030	
1	0.095837	5	4	70.542561	84.967766	8.265964	1.166990	0.596563	0.411626	0.324829	0.256836	0.264180	0.241739	0.214437	
1	0.094455	5	8	59.062383	89.854088	11.337184	1.472463	0.768150	0.523617	0.407670	0.322352	0.282141	0.241460	0.216692	
1	0.094972	5	16	46.136201	93.060738	14.835456	1.918242	0.961102	0.646321	0.499677	0.402543	0.337754	0.304478	0.271510	

2	10.994423	1	1	98.969245	13.963352	0.485982	0.067587	0.039710	0.026438	0.020538	0.018161	0.016531	0.017272	0.018902	
2	0.097625	1	1	98.969245	13.963352	0.484003	0.068607	0.038492	0.026941	0.022707	0.018057	0.016393	0.017382	0.018475	
2	0.097928	1	2	98.395858	18.764847	0.646031	0.090518	0.046889	0.032430	0.026383	0.021883	0.017028	0.016213	0.015200	
2	0.098658	1	4	97.372021	26.009501	0.930190	0.126048	0.064011	0.045624	0.033572	0.027933	0.025001	0.022232	0.021220	
2	0.097394	1	8	95.807761	32.711231	1.374653	0.182729	0.092270	0.061739	0.046666	0.038560	0.032613	0.029329	0.026778	
2	0.098320	1	16	93.587446	41.007805	2.003840	0.261621	0.131667	0.088409	0.067253	0.053980	0.045745	0.040949	0.036871	

2	0.097319	2	1	96.846473	38.327114	1.084877	0.152290	0.077019	0.054452	0.043708	0.036449	0.035619	0.034716	0.032260	
2	0.097460	2	2	95.543235	44.468952	1.439781	0.188782	0.097531	0.067483	0.052308	0.044392	0.045739	0.045158	0.042694	
2	0.097340	2	4	92.726655	52.578896	2.210680	0.286040	0.144380	0.099487	0.073958	0.061153	0.055931	0.049112	0.047298	
2	0.097597	2	8	88.807341	59.586018	3.291458	0.419651	0.214535	0.147444	0.112250	0.102521	0.082804	0.068198	0.062546	
2	0.097922	2	16	84.368124	68.272820	4.534320	0.576178	0.321290	0.213142	0.165186	0.135615	0.116275	0.097681	0.094995	

2	0.098655	3	1	93.808563	58.330505	1.951113	0.293525	0.157384	0.102021	0.089322	0.092848	0.112589	0.090985	0.094853	
2	0.098538	3	2	91.288258	63.946384	2.615852	0.341293	0.176537	0.118961	0.101944	0.088620	0.087627	0.083820	0.080279	
2	0.098850	3	4	87.579589	70.970474	3.618274	0.462031	0.233127	0.156959	0.120308	0.101601	0.084506	0.079034	0.073528	
2	0.098351	3	8	80.779494	77.706139	5.470329	0.702991	0.358861	0.249014	0.188962	0.153971	0.128385	0.110488	0.098301	
2	0.097187	3	16	72.439785	84.085510	7.753907	0.978996	0.497233	0.331776	0.250626	0.199950	0.167958	0.146871	0.130139	

2	0.097920	4	1	89.578297	72.412621	3.154479	0.477581	0.267174	0.179063	0.166761	0.195397	0.191561	0.208963	0.206029	
2	0.101661	4	2	85.626791	77.417717	4.191916	0.564108	0.318177	0.233106	0.200637	0.153743	0.182996	0.174512	0.167588	
2	0.097773	4	4	80.828833	83.423820	5.464700	0.738628	0.376505	0.260432	0.203085	0.164530	0.151184	0.145975	0.154263	
2	0.098061	4	8	71.308348	88.700371	8.051712	1.024689	0.518751	0.355551	0.273079	0.219041	0.192388	0.160703	0.140057	
