=== Intel RKD digits								
								
8	0.004921	704	99.638283	0.563742	0.141709	0.070511	0.050454	0.038416
8	0.004968	768	99.666115	0.617325	0.149663	0.079946	0.053791	0.042147
8	0.004941	832	99.666115	0.670137	0.166608	0.087062	0.058632	0.045692
8	0.004887	896	99.666115	0.722446	0.181409	0.094047	0.065237	0.049397
8	0.004935	960	99.666115	0.776874	0.195983	0.101582	0.070421	0.053313
8	0.004941	1024	99.666115	0.833606	0.204531	0.108585	0.075674	0.05883
16	0.12497	64	96.271561	0.06309	0.015831	0.008016	0.00534	0.004013
16	0.009919	128	98.831383	0.131866	0.03346	0.016788	0.011078	0.00835
16	0.00982	192	99.304398	0.195571	0.049696	0.024886	0.016726	0.012627
16	0.009854	256	99.44352	0.274297	0.069996	0.033652	0.022859	0.017356
16	0.009825	320	99.526993	0.337365	0.079323	0.041319	0.028882	0.021962
16	0.009844	384	99.638283	0.406653	0.096103	0.049682	0.035458	0.026982
16	0.009825	448	99.666115	0.476151	0.117495	0.06088	0.042354	0.032132
16	0.009794	512	99.721756	0.556322	0.136271	0.070551	0.048468	0.037527
16	0.009819	576	99.721756	0.624575	0.157821	0.081867	0.055863	0.042424
16	0.009854	640	99.721756	0.690765	0.170139	0.087917	0.060516	0.047503
16	0.009807	704	99.721756	0.769005	0.189753	0.10145	0.067232	0.052949
16	0.009797	768	99.721756	0.839599	0.207702	0.107568	0.074471	0.058583
16	0.009858	832	99.721756	0.918244	0.229241	0.119695	0.083669	0.063753
16	0.009864	896	99.721756	0.983474	0.253423	0.127423	0.09087	0.069295
16	0.009844	960	99.721756	1.061983	0.268764	0.137436	0.098499	0.075247
16	0.009929	1024	99.721756	1.167778	0.302013	0.156567	0.107132	0.110572
32	0.251197	64	96.382866	0.080593	0.020341	0.010253	0.006967	0.005147
32	0.019814	128	99.109627	0.165398	0.041813	0.020981	0.014024	0.010594
32	0.019717	192	99.610458	0.253708	0.064369	0.032175	0.021373	0.016401
32	0.019629	256	99.610458	0.345524	0.080899	0.041246	0.029587	0.022552
32	0.019667	320	99.638283	0.428462	0.104108	0.054179	0.037517	0.028663
32	0.019598	384	99.666115	0.516408	0.127963	0.066535	0.046236	0.035264
32	0.019601	448	99.666115	0.625941	0.157689	0.081206	0.053493	0.042049
32	0.019605	512	99.666115	0.703382	0.17892	0.093072	0.06259	0.049308
32	0.019593	576	99.693939	0.797666	0.198941	0.103001	0.072362	0.056045
32	0.019723	640	99.693939	0.896369	0.224762	0.119184	0.082836	0.063271
32	0.019665	704	99.721756	0.988177	0.255763	0.132718	0.089288	0.070519
32	0.019689	768	99.721756	1.094522	0.283889	0.147124	0.099122	0.078422
32	0.019586	832	99.721756	1.201841	0.3041	0.156612	0.11495	0.08579
32	0.019632	896	99.721756	1.336834	0.348485	0.180615	0.123407	0.096815
32	0.019627	960	99.721756	1.414631	0.364598	0.186137	0.129423	0.101404
32	0.019612	1024	99.721756	1.541031	0.402713	0.202153	0.140908	0.11068
64	0.500844	64	96.744576	0.102042	0.025709	0.012988	0.00863	0.006528
64	0.039421	128	98.970505	0.209132	0.052883	0.026522	0.01788	0.013635
64	0.039888	192	99.666115	0.321428	0.078842	0.039633	0.027419	0.021002
64	0.039445	256	99.693939	0.42875	0.10611	0.053812	0.036401	0.028551
64	0.039019	320	99.74958	0.534262	0.13834	0.068285	0.046173	0.036184
64	0.039048	384	99.74958	0.65351	0.163612	0.084733	0.057872	0.044574
64	0.039208	448	99.74958	0.754312	0.190593	0.099067	0.068462	0.052816
64	0.038996	512	99.74958	0.871213	0.222052	0.112553	0.077892	0.061665
64	0.039061	576	99.74958	0.986656	0.25308	0.131219	0.09093	0.069792
64	0.039291	640	99.74958	1.101135	0.283618	0.147901	0.102623	0.078511
64	0.039298	704	99.74958	1.225566	0.317104	0.164791	0.114138	0.087618
64	0.039172	768	99.74958	1.347232	0.343879	0.182889	0.124436	0.097781
64	0.039072	832	99.74958	1.472789	0.383318	0.193505	0.136117	0.106315
64	0.03908	896	99.74958	1.605692	0.419596	0.213986	0.150885	0.11602
64	0.039235	960	99.74958	1.743956	0.454838	0.229412	0.164476	0.125893
64	0.039648	1024	99.74958	1.890697	0.48151	0.257468	0.175077	0.137484
128	0.999213	64	97.384529	0.143229	0.037245	0.018628	0.012949	0.009815
128	0.077819	128	99.053978	0.28169	0.074755	0.035847	0.024941	0.019698
128	0.077534	192	99.526993	0.412345	0.104563	0.052667	0.036495	0.029172
128	0.077428	256	99.74958	0.551341	0.138229	0.071434	0.050087	0.039544
128	0.077424	320	99.74958	0.681933	0.177633	0.090071	0.0623	0.049915
128	0.078064	384	99.74958	0.829723	0.217251	0.110794	0.079985	0.060785
128	0.078824	448	99.777405	0.969894	0.24886	0.130447	0.092008	0.071998
128	0.079389	512	99.777405	1.118043	0.289991	0.152067	0.106066	0.083515
128	0.077356	576	99.777405	1.264287	0.329972	0.177002	0.120242	0.094204
128	0.077744	640	99.777405	1.409783	0.367204	0.190239	0.135514	0.106219
128	0.077584	704	99.777405	1.593514	0.41691	0.215874	0.149232	0.116822
128	0.07807	768	99.777405	1.723297	0.464859	0.235138	0.164459	0.125079
128	0.077689	832	99.777405	1.878463	0.489451	0.254663	0.178888	0.13631
128	0.0776	896	99.777405	2.052085	0.533811	0.280166	0.194456	0.153404
128	0.077564	960	99.777405	2.208368	0.577263	0.30592	0.212987	0.166344
128	0.077831	1024	99.777405	2.392598	0.632327	0.338714	0.227685	0.179475
256	2.003464	64	97.356705	0.247291	0.06874	0.035173	0.024732	0.019268
256	0.155344	128	99.304398	0.413245	0.108617	0.060305	0.040583	0.032557
256	0.154426	192	99.582634	0.561909	0.154279	0.079289	0.056259	0.044717
256	0.154941	256	99.666115	0.720119	0.193467	0.101845	0.070186	0.057172
256	0.154649	320	99.74958	0.880184	0.254853	0.130826	0.088042	0.070065
256	0.154778	384	99.777405	1.20238	0.282101	0.147684	0.109343	0.082158
256	0.156567	448	99.777405	1.227413	0.32673	0.181878	0.127702	0.096155
256	0.156114	512	99.777405	1.419931	0.383107	0.196913	0.144289	0.122192
256	0.15477	576	99.777405	1.609597	0.443416	0.229935	0.167492	0.137702
256	0.154141	640	99.777405	1.827127	0.486021	0.266592	0.186758	0.142674
256	0.154976	704	99.777405	1.997953	0.548802	0.299954	0.20775	0.165014
256	0.154955	768	99.777405	2.204576	0.609515	0.311385	0.219468	0.172956
256	0.154392	832	99.777405	2.418587	0.659036	0.355102	0.241056	0.190629
256	0.154089	896	99.777405	2.611932	0.717002	0.37188	0.268943	0.204969
256	0.154714	960	99.777405	2.870392	0.768706	0.396343	0.28971	0.238005
256	0.157475	1024	99.777405	3.061367	0.842855	0.435916	0.305155	0.232587
512	3.995784	64	97.356705	0.481235	0.135044	0.076084	0.053662	0.042702
512	0.309706	128	99.276573	0.667582	0.19908	0.103252	0.073305	0.058661
512	0.309489	192	99.610458	0.846233	0.250013	0.130751	0.094001	0.072763
512	0.308225	256	99.74958	1.032483	0.288113	0.156156	0.109955	0.085837
512	0.307985	320	99.74958	1.21087	0.349523	0.1863	0.129669	0.100646
512	0.307984	384	99.777405	1.399946	0.40427	0.21465	0.162358	0.115586
512	0.308432	448	99.777405	1.599274	0.46294	0.241541	0.168216	0.133515
512	0.30843	512	99.777405	1.810058	0.499164	0.268516	0.190183	0.147267
512	0.307968	576	99.777405	2.020861	0.579128	0.299588	0.211453	0.163315
512	0.309372	640	99.777405	2.229886	0.637116	0.331556	0.233784	0.179061
512	0.308426	704	99.777405	2.448679	0.693657	0.369057	0.252127	0.202624
512	0.308813	768	99.777405	2.692514	0.76057	0.397125	0.274513	0.230469
512	0.308075	832	99.777405	2.897502	0.854705	0.427635	0.297492	0.229352
512	0.308429	896	99.777405	3.132904	0.876609	0.475799	0.330784	0.278662
512	0.308782	960	99.777405	3.384356	0.971109	0.498821	0.345251	0.334767
512	0.308212	1024	99.777405	3.640706	1.056885	0.545242	0.382062	0.288347
