=== Intel RKD madelon

4	0.091563	64	56.611107	0.071686	0.018035	0.009014	0.006068	0.004566	
4	0.001389	128	76.194450	0.142292	0.035671	0.018000	0.012087	0.009164	
4	0.001348	256	91.972221	0.288702	0.072500	0.035563	0.024314	0.018405	
4	0.001362	384	97.027779	0.434576	0.104615	0.052140	0.036079	0.028129	
4	0.001427	512	98.583336	0.581143	0.142499	0.075957	0.049278	0.064855	
4	0.001339	640	99.277779	0.733417	0.181695	0.093938	0.065012	0.051142	
4	0.001363	768	99.666664	0.890373	0.222289	0.111791	0.076768	0.060674	
4	0.001334	896	99.805557	1.049475	0.257138	0.136556	0.091317	0.071242	
4	0.001379	1024	99.888893	1.213671	0.299576	0.158543	0.109918	0.107909	
4	0.001350	1152	99.944443	1.382238	0.350752	0.181471	0.125444	0.094426	
4	0.001396	1280	100.000000	1.556379	0.387789	0.199683	0.141258	0.106764	
8	0.182082	64	59.722221	0.078900	0.019906	0.010139	0.006854	0.005225	
8	0.002649	128	79.583336	0.158930	0.039894	0.020074	0.013492	0.010213	
8	0.002638	256	93.833336	0.333976	0.077926	0.039902	0.027207	0.021295	
8	0.002637	384	97.916672	0.506617	0.120051	0.062093	0.042676	0.033300	
8	0.002604	512	99.083336	0.689540	0.170917	0.086560	0.061448	0.046321	
8	0.002682	640	99.611107	0.894999	0.224476	0.118106	0.077761	0.060749	
8	0.002619	768	99.750000	1.086940	0.274493	0.142338	0.098817	0.074508	
8	0.002613	896	99.888893	1.304609	0.321534	0.172446	0.115219	0.089878	
8	0.002615	1024	99.972221	1.532314	0.384936	0.200404	0.136314	0.106256	
8	0.002691	1152	99.972221	1.775747	0.445737	0.235371	0.162838	0.123008	
8	0.002625	1280	100.000000	2.033530	0.514920	0.262793	0.189017	0.141068	
16	0.364584	64	62.250000	0.089106	0.022554	0.011268	0.007551	0.006562	
16	0.005216	128	81.833336	0.180720	0.045359	0.022806	0.015258	0.011556	
16	0.005168	256	94.888893	0.390285	0.095883	0.047889	0.032246	0.025055	
16	0.005161	384	98.250000	0.609459	0.150245	0.077619	0.053772	0.040665	
16	0.006128	512	99.333336	0.862416	0.215889	0.112456	0.077549	0.058964	
16	0.005202	640	99.694443	1.135724	0.287604	0.146399	0.103052	0.078277	
16	0.005170	768	99.833336	1.433583	0.358108	0.190152	0.128937	0.100401	
16	0.005196	896	99.972221	1.769605	0.446218	0.227177	0.157298	0.127443	
16	0.005181	1024	100.000000	2.105970	0.533021	0.274636	0.192162	0.149407	
16	0.005189	1152	100.000000	2.480635	0.620960	0.325549	0.229041	0.175335	
16	0.005181	1280	100.000000	2.909359	0.732512	0.387817	0.262699	0.209304	
32	0.727883	64	63.805557	0.102216	0.025669	0.012934	0.008645	0.006576	
32	0.010429	128	83.472221	0.211009	0.052922	0.026597	0.017764	0.013483	
32	0.010395	256	95.055557	0.457982	0.111672	0.057319	0.038719	0.030135	
32	0.010275	384	98.583336	0.741182	0.183156	0.095870	0.066701	0.050141	
32	0.010268	512	99.388893	1.072947	0.264874	0.140896	0.098069	0.074050	
32	0.010265	640	99.750000	1.448231	0.364832	0.185084	0.128534	0.100913	
32	0.010273	768	99.888893	1.834592	0.463388	0.244789	0.164952	0.138057	
32	0.010205	896	99.972221	2.268784	0.570365	0.294634	0.202953	0.169381	
32	0.010268	1024	100.000000	2.754458	0.698600	0.366942	0.254713	0.195209	
32	0.010257	1152	100.000000	3.289165	0.824244	0.424439	0.299203	0.237589	
32	0.010268	1280	100.000000	3.788614	0.949454	0.491161	0.340301	0.290402	
64	1.455239	64	64.333328	0.118483	0.029894	0.014939	0.009951	0.007541	
64	0.020975	128	83.527779	0.249020	0.062591	0.031368	0.020999	0.015817	
64	0.020392	256	95.805557	0.545876	0.131213	0.067032	0.046375	0.036255	
64	0.020570	384	98.666672	0.875478	0.214074	0.113487	0.078461	0.059715	
64	0.020381	512	99.388893	1.263807	0.320324	0.166848	0.115390	0.087359	
64	0.020648	640	99.777779	1.658944	0.413482	0.216324	0.152384	0.116738	
64	0.020441	768	99.916664	2.082385	0.523157	0.279391	0.187749	0.152687	
64	0.020670	896	100.000000	2.531241	0.633194	0.336417	0.233016	0.175979	
64	0.020394	1024	100.000000	2.990157	0.751118	0.393572	0.269012	0.234707	
64	0.020405	1152	100.000000	3.419575	0.860608	0.457036	0.316576	0.249872	
64	0.020412	1280	100.000000	3.863148	0.975595	0.503029	0.359082	0.271164	
