=== AMD RKD madelon

4	0.156920	64	56.611107	0.190222	0.031436	0.016260	0.010326	0.007767	0.006283	0.004943	0.004517	0.004037	
4	0.002712	128	76.194450	0.370862	0.053031	0.028485	0.018448	0.014419	0.011395	0.009020	0.007798	0.007191	
4	0.002761	256	91.972221	0.739288	0.100197	0.051590	0.035300	0.026245	0.021834	0.017295	0.014870	0.013435	
4	0.002759	384	97.027779	1.124773	0.149301	0.075376	0.049710	0.037828	0.030613	0.025631	0.022317	0.020123	
4	0.002130	512	98.583336	1.527414	0.199626	0.100195	0.068009	0.051203	0.040622	0.034468	0.030171	0.027053	
4	0.002573	640	99.277779	1.935234	0.250264	0.126640	0.085287	0.063852	0.051671	0.043762	0.038239	0.034303	
4	0.002764	768	99.666664	2.366471	0.307751	0.154094	0.102742	0.077240	0.063176	0.053411	0.046355	0.041729	
4	0.002746	896	99.805557	2.798873	0.362921	0.179786	0.120432	0.091374	0.074045	0.062954	0.054866	0.049351	
4	0.002798	1024	99.888893	3.248679	0.417152	0.208557	0.139615	0.105588	0.086019	0.073319	0.063460	0.057112	
8	0.271656	64	59.722221	0.206886	0.035928	0.017427	0.012302	0.009924	0.007077	0.005810	0.004981	0.004557	
8	0.005193	128	79.583336	0.409170	0.062236	0.032727	0.019877	0.015393	0.011817	0.009934	0.008710	0.007878	
8	0.005149	256	93.833336	0.833642	0.112244	0.056664	0.038567	0.029232	0.022732	0.019318	0.016940	0.015133	
8	0.005430	384	97.916672	1.284525	0.170365	0.086388	0.056947	0.043013	0.041943	0.029681	0.025836	0.023013	
8	0.004329	512	99.083336	1.758295	0.231417	0.115459	0.076583	0.058391	0.047200	0.040226	0.035146	0.031736	
8	0.005497	640	99.611107	2.261919	0.290866	0.145789	0.098166	0.074347	0.060143	0.051422	0.045017	0.040213	
8	0.005598	768	99.750000	2.788775	0.358090	0.181330	0.121223	0.091300	0.074548	0.063379	0.055339	0.049458	
8	0.004684	896	99.888893	3.336355	0.426262	0.214696	0.143926	0.108314	0.089543	0.075599	0.066009	0.058975	
8	0.005424	1024	99.972221	3.918893	0.500826	0.252678	0.168765	0.127389	0.104976	0.089064	0.077867	0.069308	
16	0.540738	64	62.250000	0.226858	0.034266	0.019016	0.012143	0.009707	0.007935	0.006300	0.005483	0.004763	
16	0.010624	128	81.833336	0.460709	0.064151	0.033780	0.022410	0.017359	0.014350	0.011265	0.009979	0.008984	
16	0.010652	256	94.888893	0.957154	0.129275	0.065829	0.044767	0.033090	0.026200	0.022539	0.019805	0.017831	
16	0.008239	384	98.250000	1.526170	0.199809	0.100494	0.067469	0.051199	0.041146	0.035430	0.030956	0.027512	
16	0.009099	512	99.333336	2.132695	0.277233	0.140265	0.094488	0.071424	0.058277	0.049737	0.043681	0.038880	
16	0.010765	640	99.694443	2.816007	0.365266	0.184595	0.123271	0.093336	0.075943	0.065455	0.057047	0.051004	
16	0.010639	768	99.833336	3.540189	0.455134	0.229471	0.153613	0.115702	0.095136	0.081790	0.071617	0.063715	
16	0.010187	896	99.972221	4.309182	0.550037	0.278725	0.186682	0.140266	0.116363	0.099043	0.086498	0.077110	
16	0.010651	1024	100.000000	5.147819	0.653041	0.329535	0.220728	0.168133	0.137790	0.118298	0.103201	0.091833	
32	1.078696	64	63.805557	0.254955	0.040329	0.021094	0.013941	0.010759	0.008719	0.007733	0.007355	0.006901	
32	0.020759	128	83.472221	0.520221	0.073513	0.039425	0.026484	0.020567	0.017459	0.015096	0.014043	0.013604	
32	0.020033	256	95.055557	1.124634	0.152740	0.077810	0.053132	0.040139	0.032328	0.028628	0.026047	0.024166	
32	0.022662	384	98.583336	1.829863	0.244730	0.123255	0.082572	0.063581	0.051455	0.044824	0.039574	0.035568	
32	0.021355	512	99.388893	2.610149	0.342772	0.173885	0.117249	0.089796	0.073232	0.063071	0.055828	0.050488	
32	0.018012	640	99.750000	3.512511	0.459355	0.232772	0.156263	0.118940	0.097696	0.084353	0.074052	0.066350	
32	0.021304	768	99.888893	4.419460	0.570619	0.289217	0.194945	0.147862	0.122203	0.105486	0.093453	0.083507	
32	0.020915	896	99.972221	5.444363	0.699053	0.356739	0.240619	0.181821	0.150880	0.130382	0.115077	0.103642	
32	0.022256	1024	100.000000	6.486167	0.835552	0.424009	0.283424	0.214890	0.178434	0.153896	0.135701	0.122071	
64	2.164116	64	64.333328	0.289356	0.045545	0.022928	0.016186	0.012886	0.011250	0.010893	0.010541	0.010368	
64	0.040802	128	83.527779	0.595678	0.087235	0.051558	0.032984	0.026234	0.023317	0.022624	0.022598	0.022139	
64	0.042174	256	95.805557	1.312052	0.183940	0.093172	0.065886	0.055184	0.051048	0.049033	0.047313	0.046493	
64	0.041182	384	98.666672	2.141501	0.289749	0.148718	0.103850	0.084079	0.075456	0.072006	0.069727	0.067436	
64	0.041201	512	99.388893	3.053954	0.407106	0.207724	0.140606	0.107701	0.090921	0.081374	0.075511	0.072228	
64	0.041674	640	99.777779	4.061027	0.534411	0.273109	0.184106	0.143096	0.121251	0.109922	0.103709	0.100244	
64	0.037880	768	99.916664	5.026761	0.652880	0.333743	0.226650	0.172670	0.145841	0.129440	0.120322	0.116001	
64	0.035611	896	100.000000	6.060814	0.792880	0.404649	0.275877	0.213943	0.184153	0.170554	0.162313	0.159026	
64	0.041518	1024	100.000000	7.053919	0.925384	0.469817	0.319249	0.246991	0.213233	0.196096	0.185851	0.179564	
