=== AMD SCF har

2	8	1.259114	0	0	91.869440	50.152695	2.468033	0.332506	0.203658	0.188588	0.172469	0.165209	0.143813	0.134819	0.129917	
2	16	2.368413	0	0	93.290109	69.087204	2.110323	0.282772	0.152791	0.119759	0.111503	0.103072	0.098814	0.096700	0.094153	
2	24	3.529382	0	0	93.980207	77.129288	1.957661	0.262490	0.146465	0.124748	0.120880	0.107667	0.102202	0.098561	0.092858	
2	32	4.558981	0	0	94.476272	79.911774	1.843515	0.252827	0.146235	0.126714	0.114783	0.104888	0.097323	0.093887	0.089643	
4	8	1.311206	0	0	93.743241	60.637939	2.015328	0.272863	0.142405	0.107452	0.093808	0.086015	0.083880	0.078970	0.081087	
4	16	2.457612	0	0	95.150977	75.704102	1.663950	0.225280	0.118741	0.085290	0.073763	0.066705	0.062259	0.060944	0.059844	
4	24	3.592909	0	0	95.729621	78.571426	1.533464	0.208110	0.111680	0.085024	0.074133	0.069861	0.066070	0.063430	0.060051	
4	32	4.728054	0	0	95.989563	83.729210	1.491448	0.206374	0.112556	0.090564	0.080064	0.077925	0.071051	0.067694	0.065344	
8	8	1.478505	0	0	95.172471	63.725822	1.771994	0.242802	0.135204	0.108457	0.095807	0.086689	0.080123	0.078765	0.075428	
8	16	2.697733	0	0	96.611565	77.078384	1.410550	0.191623	0.098235	0.068723	0.055039	0.047317	0.042769	0.040915	0.038897	
8	24	3.906379	0	0	97.205085	80.827965	1.282426	0.172812	0.090366	0.063757	0.050044	0.043251	0.039677	0.037176	0.035844	
8	32	5.127621	0	0	97.446842	83.881912	1.250691	0.170006	0.087965	0.062357	0.050835	0.043869	0.040280	0.037955	0.036511	
12	8	1.497648	0	0	93.648268	77.298943	2.322424	0.309241	0.164899	0.124049	0.108515	0.097648	0.091955	0.089392	0.086605	
12	16	2.604392	0	0	95.235569	86.901932	1.920202	0.254952	0.136953	0.102377	0.086813	0.081600	0.071725	0.068375	0.065505	
12	24	3.683928	0	0	95.863511	90.244316	1.787065	0.241992	0.127692	0.093538	0.079088	0.070958	0.066420	0.063140	0.060762	
12	32	4.737971	0	0	96.195366	92.059723	1.733369	0.231365	0.122827	0.089259	0.074825	0.066449	0.060824	0.058321	0.054472	
16	8	1.506606	0	0	96.545102	66.253815	1.652254	0.221302	0.112750	0.076607	0.059430	0.048635	0.043193	0.039109	0.036864	
16	16	2.625140	0	0	97.635780	77.129288	1.394453	0.184898	0.094676	0.063874	0.049467	0.040095	0.035258	0.032004	0.030063	
16	24	3.717654	0	0	98.073528	81.913811	1.319754	0.175542	0.090471	0.061155	0.047068	0.038493	0.033770	0.030730	0.028901	
16	32	4.818511	0	0	98.324881	82.914825	1.292434	0.171099	0.087754	0.058868	0.045170	0.036877	0.032365	0.028868	0.026582	
20	8	1.561749	0	0	97.272262	65.659996	1.567909	0.209013	0.107058	0.074343	0.056407	0.046759	0.041290	0.037262	0.034788	
20	16	2.671679	0	0	97.982807	77.214119	1.423245	0.190438	0.097048	0.065454	0.049880	0.041004	0.035700	0.031976	0.029377	
20	24	3.798938	0	0	98.349805	79.877838	1.373257	0.183086	0.092561	0.062905	0.047341	0.038886	0.033802	0.029779	0.027095	
20	32	4.908957	0	0	98.540474	82.032570	1.368897	0.182164	0.092131	0.061892	0.047002	0.038279	0.032843	0.029291	0.026403	
24	8	1.584038	0	0	95.832873	81.642349	2.115672	0.282859	0.146663	0.104448	0.084286	0.075349	0.069102	0.066357	0.063673	
24	16	2.742994	0	0	96.931610	88.445877	1.864100	0.247709	0.127017	0.087913	0.069038	0.058731	0.052477	0.049058	0.045528	
24	24	3.799739	0	0	97.313525	91.974892	1.809492	0.239279	0.120058	0.081196	0.062357	0.050666	0.043446	0.038528	0.034951	
24	32	4.884155	0	0	97.506649	93.179504	1.808072	0.235777	0.120080	0.081333	0.061401	0.049610	0.042670	0.037559	0.034056	
28	8	1.627337	0	0	97.653088	71.072273	2.247679	0.265610	0.134356	0.090105	0.067705	0.057637	0.051206	0.046406	0.042409	
28	16	2.736573	0	0	98.348032	79.809975	2.067788	0.248243	0.124582	0.082098	0.062155	0.052869	0.047266	0.042814	0.039096	
28	24	3.862987	0	0	98.610329	82.405838	2.005982	0.238479	0.118384	0.079418	0.060662	0.051483	0.046028	0.041633	0.038288	
28	32	4.957345	0	0	98.753241	84.204277	2.145103	0.248591	0.124357	0.082050	0.061392	0.051820	0.046062	0.041697	0.038344	
32	8	1.545674	0	0	96.186066	81.218185	2.983071	0.386065	0.198714	0.135552	0.104634	0.086840	0.076380	0.070261	0.065291	
32	16	2.743181	0	0	97.172716	89.904991	2.772554	0.362382	0.182381	0.123252	0.093640	0.076158	0.065478	0.058061	0.052585	
32	24	3.799878	0	0	97.541611	92.449951	2.730583	0.350829	0.176501	0.119629	0.090258	0.072438	0.061121	0.053166	0.046940	
32	32	4.897268	0	0	97.773921	93.858162	2.708585	0.352852	0.177087	0.119897	0.090684	0.072733	0.062153	0.054574	0.049247	
36	8	1.665475	0	0	96.555367	83.864944	3.075350	0.399654	0.203065	0.136607	0.103828	0.083994	0.071828	0.062728	0.056781	
36	16	2.791846	0	0	97.355562	92.670509	2.913744	0.379709	0.191062	0.128561	0.097220	0.078108	0.066517	0.058273	0.052290	
36	24	3.930163	0	0	97.730997	93.892090	2.882370	0.372649	0.188187	0.126638	0.095346	0.076559	0.065109	0.056677	0.051036	
36	32	5.084720	0	0	97.939943	95.079742	2.876277	0.370069	0.186889	0.126782	0.095023	0.076402	0.064768	0.056592	0.050570	
40	8	1.694453	0	0	98.285821	71.174072	2.790845	0.360533	0.180949	0.121234	0.091232	0.073335	0.061830	0.053578	0.047654	
40	16	2.903097	0	0	98.753241	77.774010	2.742908	0.353131	0.177368	0.118116	0.089381	0.071417	0.060343	0.058424	0.046583	
40	24	4.074016	0	0	98.982256	81.727180	2.738296	0.352570	0.177405	0.118714	0.089476	0.071891	0.060396	0.052371	0.046534	
40	32	5.219954	0	0	99.078294	83.678314	2.780231	0.356256	0.179371	0.120357	0.090984	0.072398	0.061313	0.053029	0.046907	
44	8	1.622369	0	0	96.691218	87.784187	3.413767	0.441852	0.223075	0.150728	0.114897	0.093613	0.080439	0.071309	0.065144	
