=== AMD SCF madelon

2	8	0.304740	0	0	27.050778	100.000000	3.072597	0.392591	0.196608	0.132769	0.099899	0.079695	0.067385	0.058509	0.051693	
2	16	0.574676	0	0	30.629306	100.000000	2.947334	0.379980	0.189115	0.127057	0.096189	0.076578	0.064730	0.056355	0.049921	
2	24	0.844228	0	0	31.783444	100.000000	2.924652	0.373598	0.188032	0.125881	0.095435	0.076135	0.064172	0.055808	0.049504	
2	32	1.112483	0	0	32.699972	100.000000	2.906944	0.370281	0.186006	0.125605	0.094443	0.075482	0.063787	0.055340	0.049072	
4	8	0.318725	0	0	29.302361	100.000000	2.992397	0.382637	0.191821	0.128614	0.097226	0.078034	0.065623	0.057097	0.050625	
4	16	0.599899	0	0	32.539833	100.000000	2.887098	0.369919	0.185143	0.125045	0.094469	0.075399	0.063447	0.055267	0.048921	
4	24	0.880067	0	0	34.131556	100.000000	2.845416	0.364665	0.183059	0.122565	0.092311	0.074043	0.062541	0.054493	0.048075	
4	32	1.159718	0	0	35.224167	100.000000	2.819483	0.359312	0.180372	0.121542	0.091479	0.073467	0.062168	0.053969	0.047605	
8	8	0.343817	0	0	32.474722	100.000000	2.893547	0.371503	0.187084	0.125276	0.094566	0.075611	0.063712	0.055320	0.049170	
8	16	0.644571	0	0	36.834083	100.000000	2.749988	0.349795	0.175589	0.119245	0.089873	0.075971	0.060749	0.052557	0.046517	
8	24	0.941172	0	0	39.273806	100.000000	2.676510	0.342812	0.171301	0.115095	0.087270	0.069447	0.058890	0.051172	0.045535	
8	32	1.238933	0	0	40.928111	100.000000	2.628286	0.336395	0.169424	0.114013	0.085777	0.068577	0.057914	0.050470	0.044768	
12	8	0.331462	0	0	26.584139	100.000000	3.153655	0.399591	0.201921	0.135773	0.101866	0.081748	0.069094	0.060152	0.053187	
12	16	0.596585	0	0	31.987194	100.000000	2.966834	0.378306	0.189653	0.127740	0.097675	0.077316	0.065240	0.056649	0.050121	
12	24	0.858156	0	0	35.290722	100.000000	2.865206	0.365705	0.184835	0.123545	0.093283	0.074478	0.063005	0.054831	0.048507	
12	32	1.118409	0	0	37.943722	100.000000	2.786406	0.355498	0.178716	0.120634	0.090750	0.072467	0.061336	0.053352	0.047073	
16	8	0.350240	0	0	39.319250	100.000000	2.682366	0.342419	0.171773	0.115423	0.087171	0.069699	0.059046	0.051413	0.045508	
16	16	0.619844	0	0	46.063833	100.000000	2.432329	0.311260	0.157259	0.104962	0.079777	0.063501	0.054121	0.046687	0.041628	
16	24	0.887408	0	0	50.014639	100.000000	2.310821	0.296438	0.149842	0.100839	0.075672	0.071996	0.051965	0.044425	0.039597	
16	32	1.149519	0	0	52.806056	100.000000	2.216102	0.285285	0.141677	0.096503	0.072160	0.057993	0.049143	0.042564	0.037908	
20	8	0.366442	0	0	43.850111	100.000000	2.523811	0.325304	0.161800	0.109554	0.082093	0.066118	0.056269	0.048519	0.042943	
20	16	0.640136	0	0	51.419472	100.000000	2.245232	0.289014	0.144792	0.096824	0.073373	0.058910	0.049745	0.043586	0.038550	
20	24	0.905814	0	0	55.849889	100.000000	2.097473	0.271536	0.136510	0.091484	0.069105	0.054799	0.046395	0.040673	0.035791	
20	32	1.169028	0	0	59.088667	100.000000	1.987800	0.256042	0.129708	0.088395	0.065866	0.062913	0.044591	0.038663	0.034249	
24	8	0.360563	0	0	35.729083	100.000000	2.883347	0.366556	0.185125	0.123660	0.093980	0.075193	0.063483	0.055051	0.048720	
24	16	0.626408	0	0	44.820444	100.000000	2.549018	0.327741	0.164735	0.110312	0.082961	0.066628	0.056379	0.048979	0.043441	
24	24	0.886892	0	0	50.029972	100.000000	2.371331	0.307464	0.151795	0.102761	0.077755	0.062059	0.052451	0.045644	0.040434	
24	32	1.143825	0	0	53.780722	100.000000	2.244765	0.288836	0.144780	0.098033	0.073321	0.059649	0.049972	0.043254	0.038553	
28	8	0.372970	0	0	38.169639	100.000000	2.899960	0.369545	0.185303	0.125669	0.094695	0.075163	0.064475	0.055130	0.049025	
28	16	0.645913	0	0	48.053500	100.000000	2.525287	0.325375	0.162286	0.109565	0.082584	0.065805	0.055723	0.048534	0.042975	
28	24	0.908730	0	0	53.817694	100.000000	2.321898	0.298087	0.150077	0.100680	0.076035	0.060454	0.051391	0.044615	0.039665	
28	32	1.167747	0	0	57.758611	100.000000	2.194610	0.281987	0.141121	0.094764	0.072217	0.057347	0.048269	0.042242	0.037362	
32	8	0.398016	0	0	41.856444	100.000000	2.786013	0.355565	0.179110	0.120233	0.090760	0.073174	0.061268	0.053243	0.046851	
32	16	0.672921	0	0	52.182861	100.000000	2.393996	0.309357	0.153587	0.103745	0.079122	0.062280	0.052625	0.045946	0.040813	
32	24	0.952963	0	0	58.080389	100.000000	2.188119	0.280800	0.140442	0.094171	0.071719	0.057157	0.048149	0.042271	0.037137	
32	32	1.212172	0	0	62.047528	100.000000	2.053443	0.266149	0.132164	0.090003	0.067713	0.053986	0.045574	0.039518	0.035211	
36	8	0.396664	0	0	39.622639	100.000000	2.904841	0.375521	0.185939	0.125831	0.094974	0.076588	0.063841	0.055731	0.048992	
36	16	0.673101	0	0	50.673833	100.000000	2.482669	0.318986	0.160240	0.107357	0.081248	0.064881	0.055087	0.047578	0.042340	
36	24	0.926992	0	0	56.824056	100.000000	2.258976	0.288863	0.145940	0.098074	0.073537	0.059345	0.050024	0.043519	0.038815	
36	32	1.184254	0	0	60.997000	100.000000	2.109504	0.270828	0.135947	0.091614	0.069496	0.055194	0.047239	0.041015	0.036671	
