=== Intel PCAF random

61	0.117608	1	1	99.736101	30.726665	9.732892	2.461709	1.284174	0.883652	0.673308	
61	0.062266	1	1	99.736101	30.726665	9.739600	2.445056	1.258620	0.868048	0.675946	
61	0.062008	1	2	99.569545	38.066666	9.774485	2.447368	1.264123	0.887643	0.675288	
61	0.062558	1	4	99.288785	46.193333	9.850456	2.463504	1.272975	0.878451	0.679954	
61	0.061737	1	8	98.814326	55.486668	9.970721	2.546860	1.290031	0.887733	0.687960	
61	0.061913	1	16	98.057463	65.286667	10.156934	2.537881	1.315410	0.906546	0.700398	

61	0.063487	2	1	98.806716	61.026669	9.946341	2.498987	1.303831	0.902719	0.698242	
61	0.062783	2	2	98.169287	68.540001	10.077677	2.527498	1.303487	0.908200	0.696686	
61	0.062175	2	4	97.214186	76.000000	10.299696	2.585864	1.346459	0.919816	0.711203	
61	0.064594	2	8	95.633089	83.266670	10.652556	2.666159	1.376381	0.965964	0.735541	
61	0.062708	2	16	93.254914	89.353333	11.170298	2.807538	1.449295	1.003196	0.771023	

61	0.064751	3	1	96.895220	79.566666	10.363325	2.607281	1.338862	0.940219	0.723653	
61	0.062216	3	2	95.401860	85.453331	10.668220	2.680527	1.407482	0.969464	0.737864	
61	0.062464	3	4	93.275037	90.126671	11.190039	2.789666	1.437299	1.010104	0.775774	
61	0.063934	3	8	89.816997	93.953339	11.867932	2.994129	1.537125	1.057438	0.818146	
61	0.062602	3	16	84.776189	96.446671	12.902427	3.224730	1.695894	1.152723	0.896140	

61	0.066769	4	1	93.517868	89.606667	11.113066	2.802939	1.452330	0.992516	0.768346	
61	0.062793	4	2	90.669411	93.373337	11.636229	2.924981	1.512059	1.055971	0.808815	
61	0.062380	4	4	86.712932	95.820000	12.460332	3.126854	1.612878	1.110589	0.867589	
61	0.060967	4	8	80.511108	97.866669	13.692127	3.430714	1.771149	1.219511	0.945054	
61	0.063296	4	16	71.739278	99.099998	15.375049	3.845844	1.985419	1.382654	1.060207	

61	0.060674	5	1	87.873320	94.980003	12.243928	3.084660	1.591286	1.112839	0.847956	
61	0.063775	5	2	83.105758	97.019997	13.109960	3.307995	1.704659	1.192663	0.908707	
