=== Intel PCAF har

1	4.334262	1	1	98.315618	10.977265	0.279612	0.065878	0.032879	0.023140	0.017656	
1	0.044544	1	1	98.315618	10.977265	0.279136	0.069990	0.034588	0.023088	0.017644	
1	0.045360	1	2	97.737662	13.725823	0.334648	0.079877	0.039557	0.027790	0.021119	
1	0.046284	1	4	96.745492	17.594164	0.423837	0.101207	0.050838	0.034873	0.027092	
1	0.047871	1	8	94.971127	23.396675	0.575688	0.139957	0.070675	0.048769	0.037727	
1	0.046569	1	16	92.756088	30.471664	0.765255	0.190064	0.097789	0.066652	0.050807	

1	0.044584	2	1	95.620161	30.302004	0.517778	0.125673	0.064483	0.044375	0.034758	
1	0.044254	2	2	94.166399	35.086529	0.641463	0.154814	0.080420	0.055477	0.042257	
1	0.049935	2	4	91.295020	40.889038	0.883455	0.219767	0.110529	0.077507	0.059092	
1	0.046716	2	8	87.226876	48.982014	1.224709	0.300935	0.154829	0.106915	0.082794	
1	0.045407	2	16	83.135890	57.125889	1.567481	0.388525	0.203304	0.137955	0.106582	

1	0.045688	3	1	91.985930	49.643703	0.824757	0.204472	0.104821	0.073678	0.056901	
1	0.047479	3	2	89.334204	54.750591	1.044756	0.256497	0.131891	0.091036	0.070280	
1	0.045956	3	4	85.626574	60.247707	1.355220	0.340066	0.171592	0.120455	0.091925	
1	0.045243	3	8	78.819297	68.018326	1.921429	0.478521	0.246344	0.170057	0.131329	
1	0.044412	3	16	71.248029	75.110283	2.551940	0.641475	0.333286	0.229660	0.175568	

1	0.044221	4	1	87.351609	65.269768	1.206780	0.303454	0.153092	0.108415	0.083723	
1	0.044181	4	2	83.427675	69.918564	1.531262	0.381314	0.198556	0.134833	0.104173	
1	0.046407	4	4	78.834869	74.601288	1.926969	0.475575	0.246075	0.168738	0.130950	
1	0.044574	4	8	69.364633	81.218185	2.697840	0.672685	0.348931	0.243121	0.185477	
1	0.047097	4	16	58.423775	86.884972	3.624271	0.902460	0.471044	0.326206	0.249254	

1	0.045918	5	1	81.309426	76.908722	1.705495	0.423470	0.221660	0.152795	0.116413	
1	0.046618	5	2	75.879184	80.743126	2.152014	0.536931	0.276521	0.193483	0.147875	
1	0.050071	5	4	70.542681	84.967766	2.594608	0.653137	0.333768	0.233602	0.177887	
1	0.046956	5	8	59.062429	89.854088	3.560428	0.891418	0.459970	0.320106	0.243791	
1	0.048920	5	16	46.136773	93.060738	4.634256	1.155380	0.599306	0.417760	0.317910	

2	4.319811	1	1	98.969291	13.963352	0.225597	0.056520	0.027371	0.018385	0.014300	
2	0.047717	1	1	98.969291	13.963352	0.225672	0.056568	0.028349	0.018956	0.014355	
2	0.048552	1	2	98.395913	18.764847	0.280827	0.070360	0.034558	0.023268	0.017706	
2	0.045788	1	4	97.372316	26.009501	0.377476	0.088718	0.045545	0.031388	0.023917	
2	0.048663	1	8	95.807788	32.711231	0.513854	0.120922	0.062344	0.043011	0.033338	
2	0.045985	1	16	93.587455	41.007805	0.705771	0.171933	0.088925	0.060368	0.046681	

2	0.048463	2	1	96.846505	38.327114	0.420327	0.101225	0.050290	0.035767	0.027499	
2	0.048688	2	2	95.543517	44.468952	0.534192	0.129846	0.067997	0.045536	0.034736	
2	0.045974	2	4	92.726770	52.578896	0.770998	0.191234	0.097971	0.067434	0.051368	
2	0.047980	2	8	88.807383	59.586018	1.104476	0.272140	0.141931	0.096168	0.074417	
2	0.048633	2	16	84.368143	68.272820	1.480063	0.366752	0.188035	0.130409	0.100533	

2	0.046168	3	1	93.809592	58.313538	0.678985	0.165281	0.086821	0.061356	0.047149	
2	0.048598	3	2	91.288756	63.963352	0.890835	0.218598	0.111557	0.078386	0.060169	
2	0.048300	3	4	87.579829	70.970474	1.204187	0.295288	0.152256	0.106769	0.081353	
2	0.046814	3	8	80.779489	77.706139	1.773803	0.442075	0.230927	0.156589	0.121277	
2	0.048310	3	16	72.439850	84.085510	2.492355	0.617393	0.320264	0.222554	0.170268	

2	0.045656	4	1	89.578796	72.412621	1.031127	0.251987	0.131339	0.093086	0.071979	
2	0.047477	4	2	85.627201	77.417717	1.373246	0.342262	0.176261	0.121279	0.092381	
2	0.048791	4	4	80.829142	83.423820	1.765227	0.438080	0.226980	0.156873	0.121376	
2	0.048828	4	8	71.308427	88.700371	2.559708	0.636752	0.334016	0.230654	0.175828	
