=== Intel SCF har

2	8	0.501598	0	0	91.869440	50.152695	0.807088	0.200260	0.102564	0.069629	0.054039	
2	16	0.938329	0	0	93.290109	69.087204	0.700508	0.172245	0.087073	0.060333	0.046611	
2	24	1.376913	0	0	93.980207	77.129288	0.651786	0.159939	0.082113	0.056057	0.043185	
2	32	1.812893	0	0	94.476258	79.911774	0.620367	0.151724	0.077871	0.053870	0.040984	
4	8	0.508441	0	0	93.743241	60.637939	0.682758	0.168136	0.085008	0.058658	0.045408	
4	16	0.942941	0	0	95.150977	75.704102	0.575512	0.138625	0.072080	0.049799	0.037952	
4	24	1.381789	0	0	95.729612	78.571426	0.537835	0.130905	0.066034	0.046312	0.035348	
4	32	1.819219	0	0	95.989568	83.729210	0.525650	0.128163	0.065526	0.045223	0.034445	
8	8	0.550075	0	0	95.172471	63.725822	0.616943	0.150982	0.077489	0.053526	0.040769	
8	16	0.995639	0	0	96.611560	77.078384	0.507202	0.123115	0.062706	0.043069	0.033117	
8	24	1.450073	0	0	97.205089	80.827965	0.468899	0.113212	0.057774	0.039915	0.030415	
8	32	1.904589	0	0	97.446847	83.881912	0.461491	0.111874	0.058590	0.038507	0.029880	
12	8	0.560751	0	0	93.648259	77.298943	0.802970	0.198829	0.101886	0.070505	0.053734	
12	16	1.021571	0	0	95.235574	86.901932	0.680928	0.164343	0.085886	0.058467	0.045209	
12	24	1.480450	0	0	95.863488	90.244316	0.640779	0.158953	0.082130	0.055724	0.042501	
12	32	1.939184	0	0	96.195371	92.059723	0.626096	0.151339	0.078654	0.053360	0.041412	
16	8	0.593544	0	0	96.545093	66.253815	0.614637	0.150422	0.075725	0.053281	0.040582	
16	16	1.073854	0	0	97.635771	77.129288	0.538525	0.131636	0.066907	0.045903	0.035260	
16	24	1.554699	0	0	98.073528	81.913811	0.516471	0.126673	0.064037	0.044241	0.033655	
16	32	2.032313	0	0	98.324881	82.914825	0.509629	0.123189	0.063260	0.043583	0.033230	
20	8	0.592775	0	0	97.272262	65.659996	0.627759	0.150475	0.078962	0.054552	0.041595	
20	16	1.064601	0	0	97.982807	77.214119	0.586608	0.141841	0.072049	0.049788	0.038587	
20	24	1.537013	0	0	98.349805	79.877838	0.573282	0.140060	0.071602	0.049437	0.037660	
20	32	2.008075	0	0	98.540469	82.032570	0.568768	0.138269	0.073425	0.048584	0.037373	
24	8	0.633292	0	0	95.832869	81.642349	0.818132	0.203568	0.104035	0.072071	0.054887	
24	16	1.128405	0	0	96.931780	88.445877	0.745603	0.183709	0.093253	0.064432	0.049714	
24	24	1.630820	0	0	97.313525	91.974892	0.734237	0.177816	0.091877	0.063019	0.048902	
24	32	2.124592	0	0	97.506654	93.179504	0.734580	0.178999	0.093120	0.063161	0.048995	
28	8	0.618959	0	0	97.653088	71.072273	0.724130	0.176774	0.090223	0.063207	0.048184	
28	16	1.122401	0	0	98.347991	79.826942	0.687784	0.169885	0.085371	0.059830	0.045612	
28	24	1.614387	0	0	98.610329	82.405838	0.686684	0.169073	0.086661	0.059968	0.045532	
28	32	2.101261	0	0	98.753241	84.204277	0.694634	0.169547	0.085997	0.060466	0.046059	
32	8	0.651704	0	0	96.186062	81.218185	0.914247	0.225844	0.117060	0.080936	0.061652	
32	16	1.175341	0	0	97.172707	89.904991	0.849393	0.211768	0.108659	0.073647	0.057117	
32	24	1.684060	0	0	97.541606	92.449951	0.838835	0.207797	0.105392	0.072610	0.056284	
32	32	2.192973	0	0	97.773921	93.858162	0.838015	0.204376	0.104957	0.073758	0.056181	
36	8	0.672388	0	0	96.555372	83.864944	0.950125	0.238084	0.121959	0.082968	0.064082	
36	16	1.215646	0	0	97.355562	92.670509	0.904465	0.220870	0.113993	0.079913	0.060891	
36	24	1.739224	0	0	97.730997	93.892090	0.893584	0.218698	0.112687	0.077511	0.060077	
36	32	2.263712	0	0	97.939952	95.079742	0.895302	0.222990	0.112964	0.077837	0.060183	
40	8	0.710515	0	0	98.285821	71.174072	0.863784	0.211207	0.108369	0.076153	0.057986	
40	16	1.281344	0	0	98.753241	77.774010	0.847258	0.209236	0.108333	0.073660	0.056883	
40	24	1.832992	0	0	98.982256	81.727180	0.849863	0.213105	0.108363	0.074471	0.057066	
40	32	2.384012	0	0	99.078299	83.678314	0.862338	0.210473	0.110169	0.075973	0.057894	
44	8	0.650605	0	0	96.691223	87.784187	1.064841	0.267870	0.137226	0.093413	0.072154	
44	16	1.174060	0	0	97.419740	93.383102	1.028687	0.253922	0.130085	0.089757	0.069581	
44	24	1.673366	0	0	97.714741	95.402107	1.026974	0.258267	0.132283	0.091094	0.069447	
44	32	2.163617	0	0	97.889593	95.707497	1.033107	0.254788	0.132848	0.091595	0.069821	
48	8	0.734075	0	0	96.653630	88.411942	1.136850	0.280567	0.146727	0.101156	0.077023	
48	16	1.331286	0	0	97.462184	92.551750	1.094487	0.275176	0.140900	0.097147	0.074040	
48	24	1.902565	0	0	97.806395	95.113678	1.089183	0.267540	0.140392	0.095262	0.073679	
48	32	2.472970	0	0	97.965734	95.843231	1.096995	0.275273	0.139224	0.095813	0.074238	
52	8	0.748561	0	0	96.361915	90.566673	1.222366	0.309002	0.158325	0.109171	0.083143	
52	16	1.355500	0	0	97.130093	94.944016	1.185425	0.293353	0.151024	0.104303	0.080630	
52	24	1.925648	0	0	97.519637	96.250427	1.178596	0.296187	0.152300	0.105191	0.080141	
52	32	2.506070	0	0	97.702492	97.081779	1.187821	0.298611	0.153382	0.106020	0.080756	
56	8	0.809294	0	0	98.613430	69.935532	1.097373	0.275778	0.141460	0.097714	0.074358	
56	16	1.561263	0	0	99.016613	78.588394	1.092484	0.274463	0.138415	0.095850	0.074046	
56	24	2.073253	0	0	99.178763	80.743126	1.106978	0.278969	0.142853	0.096781	0.075081	
