=== Intel SCF sift

2	8	0.982023	0	0	98.299825	19.604189	3.144958	0.786027	0.405559	0.284094	0.216754	
2	16	1.747922	0	0	98.627223	32.530968	2.954210	0.738555	0.384430	0.265001	0.203728	
2	24	2.629510	0	0	98.833313	40.452213	2.815281	0.704195	0.370565	0.254654	0.194669	
2	32	3.500800	0	0	98.947743	45.709538	2.746703	0.688424	0.360540	0.248147	0.191249	
4	8	1.112267	0	0	99.084645	31.397924	3.280428	0.823356	0.426711	0.292643	0.225950	
4	16	1.930370	0	0	99.386445	43.403164	3.119387	0.771323	0.397350	0.277318	0.211598	
4	24	2.740521	0	0	99.483554	49.838856	3.025648	0.762235	0.389609	0.270928	0.207672	
4	32	3.557717	0	0	99.552734	54.270321	2.989533	0.746309	0.384329	0.265820	0.205139	
8	8	1.573542	0	0	99.617933	45.367107	4.156374	1.048271	0.539563	0.370257	0.286803	
8	16	2.489367	0	0	99.759303	60.121864	4.080219	1.026368	0.527027	0.368887	0.281834	
8	24	3.369631	0	0	99.802507	66.280594	4.069107	1.016528	0.533852	0.367992	0.280222	
8	32	4.239002	0	0	99.826308	69.483337	4.068742	1.027086	0.531696	0.361788	0.280211	
12	8	2.139149	0	0	99.629507	62.362778	5.498429	1.383517	0.714496	0.494595	0.380201	
12	16	3.241974	0	0	99.760311	73.834221	5.439168	1.365263	0.710385	0.493213	0.376242	
12	24	4.282404	0	0	99.797944	78.633293	5.446494	1.363471	0.705581	0.492506	0.375942	
12	32	5.305792	0	0	99.818967	81.951859	5.450860	1.367232	0.710647	0.493313	0.376827	
16	8	2.590978	0	0	99.854501	62.508816	6.875231	1.744983	0.895903	0.623562	0.474726	
16	16	3.603840	0	0	99.895599	74.715477	6.881424	1.725934	0.892623	0.614002	0.474840	
16	24	4.702138	0	0	99.908936	78.698761	6.897320	1.731556	0.896963	0.615060	0.475433	
16	32	5.768240	0	0	99.916172	80.854065	6.909395	1.728494	0.891043	0.622396	0.478095	
20	8	2.866949	0	0	99.807461	69.483337	8.862469	2.266107	1.155240	0.790413	0.612011	
20	16	4.217465	0	0	99.856049	80.763420	8.871164	2.245751	1.149484	0.790380	0.612834	
20	24	5.454127	0	0	99.874078	84.736626	8.883606	2.227062	1.151782	0.793594	0.613885	
20	32	6.750800	0	0	99.881721	87.178970	8.900283	2.275105	1.163339	0.800072	0.617035	
24	8	3.231275	0	0	99.831902	72.509819	10.547814	2.648248	1.364562	0.942123	0.728610	
24	16	4.617998	0	0	99.871180	83.427338	10.550251	2.650055	1.367983	0.942802	0.729200	
24	24	6.135078	0	0	99.886471	86.997681	10.566876	2.653681	1.379232	0.948685	0.732189	
24	32	7.495795	0	0	99.892958	89.334274	10.582725	2.654481	1.379367	0.952912	0.731641	
28	8	3.259030	0	0	99.706687	88.553734	12.165483	3.054214	1.577552	1.086528	0.841279	
28	16	4.512418	0	0	99.759972	95.115318	12.173135	3.053475	1.579513	1.087053	0.844664	
28	24	5.873438	0	0	99.782577	96.741867	12.199635	3.057267	1.580854	1.090872	0.841910	
28	32	7.129105	0	0	99.793839	97.472054	12.190255	3.058005	1.578418	1.087876	0.842366	
32	8	3.721236	0	0	99.915053	69.206360	13.742323	3.455508	1.786638	1.248260	0.950147	
32	16	5.164001	0	0	99.931702	79.781448	13.782399	3.465707	1.792897	1.234140	0.954557	
32	24	6.674552	0	0	99.937999	83.276260	13.800974	3.461841	1.790634	1.238653	0.955380	
32	32	8.145575	0	0	99.941011	84.776917	13.832207	3.470238	1.794329	1.238022	0.957389	
36	8	3.957452	0	0	99.643240	93.151375	15.575207	3.922171	2.022836	1.396757	1.076639	
36	16	5.633783	0	0	99.699676	97.653343	15.652027	3.932999	2.032645	1.413280	1.081224	
36	24	7.201735	0	0	99.717859	98.368416	15.627846	3.941939	2.050495	1.418582	1.082065	
36	32	8.765747	0	0	99.725850	98.695740	15.636163	3.924562	2.027465	1.397928	1.082257	
40	8	4.395181	0	0	99.881819	81.418068	17.040507	4.276181	2.213642	1.523514	1.178988	
40	16	6.283331	0	0	99.901091	89.948639	17.080986	4.287481	2.211670	1.525218	1.180050	
40	24	8.000014	0	0	99.907214	92.501762	17.123820	4.299004	2.217501	1.529855	1.183604	
40	32	9.760598	0	0	99.909894	93.967171	17.145300	4.305202	2.223294	1.530074	1.186703	
44	8	4.412909	0	0	98.107857	99.843887	20.106269	5.067444	2.613841	1.808582	1.393845	
44	16	6.288075	0	0	98.282050	99.984894	20.025712	5.047889	2.605061	1.791923	1.386356	
44	24	8.015535	0	0	87.834725	99.989929	27.007916	6.815713	3.522231	2.422378	1.872984	
44	32	9.593392	0	0	62.252354	99.994965	52.454371	13.006179	6.700351	4.652331	3.572772	
48	8	4.827749	0	0	99.100100	99.466209	20.946725	5.275492	2.720630	1.876604	1.450659	
48	16	6.881920	0	0	99.188571	99.879143	20.917893	5.263329	2.710365	1.869079	1.447224	
48	24	8.648400	0	0	88.610862	99.934540	28.136549	7.074454	3.647092	2.515618	1.946610	
48	32	10.444533	0	0	62.794416	99.984894	54.044865	13.439112	6.920654	4.768405	3.684227	
52	8	5.233550	0	0	99.548909	98.146843	22.232468	5.586793	2.882389	1.985849	1.542976	
52	16	7.437681	0	0	99.595368	99.446068	22.206502	5.588679	2.883450	1.987770	1.536682	
52	24	9.355820	0	0	80.727038	99.733101	36.495840	9.160018	4.749882	3.273972	2.534794	
52	32	11.316322	0	0	58.737965	99.899284	59.357908	14.761634	7.603313	5.267286	4.043646	
56	8	5.626404	0	0	99.795624	94.274345	23.716612	5.960654	3.091792	2.125898	1.642036	
56	16	8.002406	0	0	99.816862	97.829590	23.772393	5.963733	3.079878	2.121779	1.644181	
56	24	10.073281	0	0	80.893193	98.962631	38.442445	9.724422	4.987919	3.440390	2.658645	
56	32	12.206287	0	0	54.256957	99.471245	64.239601	16.020837	8.232810	5.709988	4.379626	
60	8	6.043784	0	0	99.900943	87.209183	25.681681	6.446945	3.327580	2.298476	1.778227	
60	16	8.584500	0	0	99.911658	93.252090	25.753152	6.463623	3.338698	2.299392	1.779801	
60	24	10.794816	0	0	80.963662	96.449791	40.207600	10.113197	5.235809	3.601482	2.782940	
60	32	13.076065	0	0	54.299933	98.096481	66.567042	16.626834	8.568748	5.881511	4.541224	
64	8	6.426407	0	0	99.940819	76.855675	27.692214	6.956639	3.596311	2.490695	1.914797	
64	16	9.150930	0	0	99.947631	84.832314	27.782667	6.986126	3.618659	2.488028	1.919470	
64	24	11.516742	0	0	80.990104	90.427032	42.364005	10.664842	5.507159	3.816751	2.931647	
64	32	13.937223	0	0	54.315549	94.198814	68.728291	17.157490	8.826400	6.076949	4.697800	
