=== Intel PCAF digits

5	0.016519	1	1	99.218304	52.281582	0.056292	0.014131	0.007095	0.004763	0.003593	
5	0.005029	1	1	99.218304	52.281582	0.056373	0.014132	0.007109	0.004764	0.003599	
5	0.004918	1	2	98.741996	64.440735	0.059380	0.014902	0.007472	0.005007	0.003781	
5	0.005106	1	4	97.909018	74.012245	0.064181	0.016245	0.008123	0.005440	0.004097	
5	0.005126	1	8	96.480663	81.552589	0.072889	0.018312	0.009202	0.006168	0.004642	
5	0.006439	1	16	94.109591	88.369507	0.088173	0.022154	0.011125	0.007441	0.005609	

5	0.005415	2	1	97.631461	81.552589	0.066548	0.016193	0.008138	0.005456	0.004114	
5	0.005241	2	2	96.218128	88.397331	0.072063	0.018085	0.009081	0.006086	0.004579	
5	0.005265	2	4	93.959051	93.628273	0.083838	0.021032	0.010545	0.007064	0.005318	
5	0.004974	2	8	90.212944	96.967163	0.104169	0.026119	0.013105	0.008765	0.006596	
5	0.004969	2	16	84.249187	98.580971	0.138244	0.034656	0.017389	0.011603	0.008731	

5	0.004144	3	1	94.246274	93.377853	0.081144	0.020347	0.010213	0.006846	0.005167	
5	0.005059	3	2	90.785905	96.633278	0.098169	0.024635	0.012348	0.008269	0.006230	
5	0.004412	3	4	86.157270	98.747917	0.120526	0.030323	0.015193	0.010161	0.007644	
5	0.005135	3	8	78.941361	99.471344	0.157753	0.039493	0.019818	0.013231	0.009963	
5	0.004958	3	16	67.398741	99.777405	0.218418	0.054649	0.027386	0.018287	0.013750	

5	0.004751	4	1	87.824521	97.746239	0.112920	0.028026	0.014068	0.009426	0.007109	
5	0.004939	4	2	80.573953	99.193100	0.147051	0.036630	0.018382	0.012290	0.009256	
5	0.005098	4	4	72.705170	99.610458	0.183233	0.045916	0.023020	0.015379	0.011560	
5	0.004963	4	8	61.396206	99.916527	0.237178	0.059830	0.030010	0.020073	0.015083	
5	0.004876	4	16	46.148498	99.944351	0.313454	0.076742	0.037984	0.025943	0.019973	

5	0.004831	5	1	76.797147	99.554810	0.161615	0.040604	0.020389	0.013650	0.010290	
5	0.005001	5	2	65.027189	99.860878	0.215623	0.054347	0.027209	0.018184	0.013679	
5	0.005330	5	4	54.914380	99.944351	0.260726	0.065778	0.032943	0.021831	0.016547	
5	0.005141	5	8	41.127342	100.000000	0.326424	0.078068	0.039193	0.027015	0.020596	
5	0.005144	5	16	26.113013	100.000000	0.385723	0.093205	0.047844	0.033117	0.025221	

6	0.013165	1	1	99.280066	57.679470	0.061605	0.015507	0.007765	0.005218	0.003947	
6	0.005241	1	1	99.280066	57.679470	0.062072	0.015432	0.007751	0.005182	0.003922	
6	0.005305	1	2	98.812521	69.476906	0.064285	0.016126	0.008106	0.005425	0.004093	
6	0.005222	1	4	98.010198	78.380630	0.069245	0.017342	0.008706	0.005860	0.004398	
6	0.005282	1	8	96.629267	85.503616	0.077566	0.019457	0.009780	0.006544	0.004940	
6	0.005333	1	16	94.291340	91.012802	0.093452	0.023211	0.011641	0.007790	0.005862	

6	0.005334	2	1	97.827460	84.780190	0.068904	0.017304	0.008695	0.005812	0.004391	
6	0.008092	2	2	96.439542	91.485809	0.076234	0.019094	0.009582	0.006422	0.004838	
6	0.005331	2	4	94.242096	95.659431	0.087468	0.021951	0.011039	0.007365	0.005564	
6	0.005586	2	8	90.606762	98.497498	0.107065	0.026869	0.013504	0.009017	0.006782	
6	0.005192	2	16	84.698900	99.165276	0.139986	0.035174	0.017627	0.011777	0.008858	

6	0.005471	3	1	94.573585	94.713417	0.084546	0.021225	0.010661	0.007147	0.005396	
6	0.006424	3	2	91.183565	97.885361	0.101185	0.025353	0.012740	0.008508	0.006409	
6	0.005614	3	4	86.669386	99.053978	0.122974	0.033184	0.015475	0.010336	0.007771	
6	0.005456	3	8	79.470769	99.666115	0.158943	0.039937	0.020019	0.013362	0.010051	
6	0.005466	3	16	68.047510	99.860878	0.218797	0.054718	0.027415	0.018312	0.013766	

6	0.005377	4	1	88.214860	98.553146	0.114723	0.028727	0.014434	0.009666	0.007291	
6	0.005315	4	2	81.059504	99.499168	0.147574	0.036885	0.018564	0.012434	0.009379	
6	0.005561	4	4	73.250605	99.944351	0.184791	0.046387	0.023243	0.015506	0.011675	
6	0.006408	4	8	61.975208	100.000000	0.238538	0.059889	0.030018	0.020069	0.015078	
6	0.005364	4	16	46.759014	99.972176	0.314158	0.075457	0.037767	0.026069	0.019888	

6	0.005548	5	1	77.231897	99.693939	0.164251	0.041149	0.020673	0.013826	0.010430	
6	0.005515	5	2	65.545214	99.916527	0.216820	0.054653	0.027415	0.018318	0.013790	
6	0.005360	5	4	55.426525	99.972176	0.262077	0.066168	0.033177	0.021910	0.016664	
6	0.005531	5	8	41.544100	100.000000	0.325856	0.078945	0.038630	0.026949	0.020711	
6	0.005292	5	16	26.541184	100.000000	0.393297	0.093458	0.048037	0.033084	0.025248	

7	0.013089	1	1	99.330619	63.133003	0.063522	0.015942	0.007989	0.005372	0.004040	
7	0.005866	1	1	99.330619	63.133003	0.066051	0.015949	0.008017	0.005369	0.004052	
7	0.006826	1	2	98.894589	73.873123	0.068622	0.016577	0.008336	0.005581	0.004215	
7	0.005689	1	4	98.120651	82.442963	0.070855	0.017761	0.008933	0.005979	0.004529	
7	0.005605	1	8	96.801671	89.037285	0.079033	0.019842	0.009948	0.006673	0.005018	
7	0.005720	1	16	94.519115	93.489143	0.093587	0.023462	0.011804	0.007896	0.005945	

7	0.005743	2	1	98.001465	88.258209	0.070380	0.017696	0.008869	0.005939	0.004546	
7	0.005910	2	2	96.710782	93.767395	0.077238	0.019367	0.009718	0.006513	0.004906	
7	0.005778	2	4	94.620121	97.050636	0.088302	0.022168	0.011109	0.007434	0.005604	
7	0.005712	2	8	91.095544	98.914856	0.107390	0.026952	0.013499	0.009028	0.006801	
7	0.005746	2	16	85.315704	99.526993	0.139793	0.035136	0.017592	0.011773	0.008850	

7	0.005772	3	1	94.966398	96.299385	0.087228	0.021230	0.010683	0.007138	0.005396	
7	0.005697	3	2	91.708534	98.887032	0.100266	0.025137	0.012601	0.008434	0.006358	
